Category_Type,Original_English,Translated_Korean
선택,Braces & Joist Hangers,교정기 및 장선 행거
선택,Faucet Supply Lines,수도꼭지 공급 라인
선택,Plumbing Fittings,배관 피팅
선택,Building Supplies,건축 자재
선택,Shower Accessories,샤워 액세서리
선택,Showers,샤워
선택,Electrical Cleaners,전기 청소기
선택,Stems,줄기
선택,Dusting Powders,더스팅 파우더
선택,Tie-Downs,타이다운
선택,Auxiliary Heater & AC Control,보조 히터 및 AC 제어
선택,Tire Chucks,타이어 척
선택,Cooling Fans,냉각팬
선택,Controls,통제 수단
선택,Power Water Pumps,동력 워터 펌프
선택,Navigation Lights,항해등
선택,Café Curtain Rings,카페 커튼 링
선택,Bluetooth Car Kits,블루투스 차량용 키트
선택,Latches,래치
선택,Medieval,중세
선택,Hot Tubs & Supplies,온수 욕조 및 소모품
선택,Hard Rifle Cases,하드 라이플 케이스
선택,Monopods,모노포드
선택,Digital Pianos,디지털 피아노
선택,Educational Charts & Posters,교육 차트 및 포스터
선택,Camera Battery & Charger Sets,카메라 배터리 및 충전기 세트
선택,Sex,섹스
선택,Business Cards,명함
선택,Lice Combs,머릿니 빗
선택,Nintendo Systems,닌텐도 시스템즈
선택,Starch & Anti-static Sprays,전분 및 정전기 방지 스프레이
선택,Puzzle Accessories,퍼즐 액세서리
선택,Hanukkah Candles,하누카 양초
선택,Babysitting,탁아 서비스
선택,Theater,극장
선택,Poster Boards,포스터 보드
선택,Bean Bag Refills,빈백 리필
선택,Urinary Tract Infection Tests,요로 감염 테스트
선택,Instruction,지침
선택,Mac,스코틀랜드 사람
선택,Groomers & Trimmers,그루머 및 트리머
선택,Bingo Sets,빙고 세트
선택,Cabbage,양배추
선택,Thousand Island,천섬
선택,Notecard Sets,메모카드 세트
선택,Beans & Peas,콩과 완두콩
선택,Breast & Cutlets,가슴살 & 커틀렛
선택,Barley Flour,보리가루
선택,Self Esteem & Reliance,자존감과 신뢰
선택,Television & Radio,텔레비전 및 라디오
선택,Disconnect,연결 끊기
선택,Laces,끈
선택,Shakespeare,셰익스피어
선택,Calculator Accessories,계산기 액세서리
선택,Dystopian,디스토피아적
선택,Microphones,마이크
선택,Steno Pads,스테노 패드
선택,Organizers & Travel Kits,정리함 및 여행용 키트
선택,Receiving Blankets,담요 수령
선택,Celery,셀러리
선택,Raisins,건포도
선택,Dating & Intimacy,데이트 및 친밀감
선택,Biography,전기
선택,LGBTQ+ Families,LGBTQ+ 가족
선택,Emergency Light Sticks,비상등봉
선택,Tragedy,비극
선택,Education & Crafts,교육 및 공예
선택,Decorative Masks,장식용 마스크
선택,Geometry Sets,기하학 세트
선택,Microsoft Office,마이크로소프트 오피스
선택,LGBTQ+,LGBTQ+
선택,Drugs & Substance Abuse,약물 및 약물 남용
선택,Photo Paper,인화지
선택,Eastern,동부
선택,Key Cabinets,키 캐비닛
선택,Waxing,왁싱
선택,Travel Games,여행 게임
선택,Cabinets & Shelves,캐비닛 및 선반
선택,Assessment,평가
선택,Bedding Sets,침구 세트
선택,Armchairs,안락의자
선택,Lightweight,경량
선택,Joggers,조깅하는 사람
선택,Computers & Internet,컴퓨터 및 인터넷
선택,Learning System Cartridges,학습 시스템 카트리지
선택,Non-religious,비종교적
선택,Tractors,트랙터
선택,Interactive Charts,대화형 차트
선택,Sign Language,수화
선택,Teaching Materials,교재
선택,Storage Drawer Carts,보관 서랍 카트
선택,Growth Charts,성장 차트
선택,Colored Paper,색종이
선택,Drafting Tables,제도 테이블
선택,Highchairs,유아용 의자
선택,Infant,유아
선택,Car Seat Bases,카시트 베이스
선택,Wipe Warmers,물티슈 워머
선택,Bead Mazes,구슬 미로
선택,Bath & Hooded Towels,목욕 및 후드 타월
선택,Bottle Warmers,보틀워머
선택,Drooling Bibs,침 흘리는 턱받이
선택,Stroller Hooks,유모차 후크
선택,Water Coolers,워터 쿨러
선택,Binder Pockets,바인더 포켓
선택,Tandem,협력 관계
선택,Foot Health,발 건강
선택,Pogo Sticks,포고 스틱
선택,Standard,기준
선택,Boat Cabin Products,보트 캐빈 제품
선택,Tanning Oils & Lotions,태닝 오일 및 로션
선택,Cereal Containers,시리얼 용기
선택,Rice Containers,쌀 용기
선택,Sonic Bark Deterrents,음파 껍질 억제 장치
선택,Household Cleaning,가정용 청소
선택,Jumpers,점퍼
선택,Financial,재정적인
선택,Sports & Outdoors,스포츠 및 야외 활동
선택,Epidemiology,역학
선택,Felt Kits,펠트 키트
선택,Headrest Video,머리받침 영상
선택,Toy Hockey,토이 하키
선택,Mousses,폼
선택,CD Storage Cases,CD 보관 케이스
선택,Reading & Writing,읽기 및 쓰기
선택,In-Dash DVD & Video Receivers,In-Dash DVD 및 비디오 수신기
선택,Bathroom Accessory Sets,욕실 액세서리 세트
선택,Clocks,시계
선택,G-Spot,G-스팟
선택,Electronic Training Collars,전자 훈련 목걸이
선택,Pepper Mills,페퍼 밀스
선택,GMAT,GMAT
선택,Pop Filters,팝 필터
선택,Computer Carts & Machine Stands,컴퓨터 카트 및 기계 스탠드
선택,Hand Grips,핸드 그립
선택,Footprints,발자취
선택,Door Closers,도어 클로저
선택,Safes & Safe Accessories,금고 및 금고 액세서리
선택,Legacy Systems,레거시 시스템
선택,Combination Smoke & Carbon Monoxide Detectors,연기 및 일산화탄소 복합 감지기
선택,Flea Shampoos,벼룩 샴푸
선택,Wall Plates & Connectors,월 플레이트 및 커넥터
선택,Thermostat Housings,온도 조절 장치 하우징
선택,Soldering Flux,납땜 플럭스
선택,Marvel,놀라운 일
선택,Arts & Photography,예술 및 사진
선택,In-Mirror Video,거울 내 비디오
선택,Clock Movements,시계 움직임
선택,Coin Storage & Shipping Boxes,동전 보관함 및 배송 상자
선택,Tube Mailers,튜브 메일러
선택,Pry Bars,프라이 바
선택,Non-Prescription Medications,비처방 의약품
선택,Home Fragrance,홈 향수
선택,Carpet Chair Mats,카펫 의자 매트
선택,Documentary,기록한 것
선택,Mattress Protectors & Encasements,매트리스 보호대 및 케이스
선택,Guards,근위 연대
선택,Hair Bonnets,머리 보닛
선택,Flute,플루트
선택,Macro & Ringlight Flashes,매크로 및 링라이트 플래시
선택,Flutes,플루트
선택,Skin Care,스킨 케어
선택,Footwear & Accessories,신발 및 액세서리
선택,Screw & Bolt Assortment Sets,나사 및 볼트 모음 세트
선택,Laser Printers,레이저 프린터
선택,Toilet Accessories,화장실 액세서리
선택,Language & Grammar,언어 및 문법
선택,Book Industry,도서 산업
선택,Lens Attachments,렌즈 부착물
선택,Cases & Sleeves,케이스 및 슬리브
선택,History & Criticism,역사와 비평
선택,Combs & Spines,빗 & 가시
선택,Speech & Communication Aids,말하기 및 의사소통 보조 도구
선택,Monofilament Line,모노필라멘트 라인
선택,Shampoos Plus Conditioners,샴푸 플러스 컨디셔너
선택,Ballet Equipment,발레 장비
선택,Houses & Hotels,주택 및 호텔
선택,Oil Painting,유화
선택,Body Art & Tattoo,바디 아트 및 문신
선택,Non-Sterile Gloves,비멸균 장갑
선택,Cutting Wheels,절단바퀴
선택,Bench Vises,벤치 바이스
선택,India Pale Ale (IPA),인디아 페일 에일(IPA)
선택,Mixed Media,혼합 매체
선택,Insects & Spiders,곤충과 거미
선택,Gum Stimulators,잇몸 자극제
선택,Dreams,꿈
선택,Bunion Pads,건막류 패드
선택,Sandwich Breads,샌드위치 빵
선택,Multigrain,잡곡
선택,Coconut Water,코코넛 워터
선택,Bloody Mary,블러디 메리
선택,Salami,살라미
선택,Oyster,굴
선택,Non-Alcoholic Beer,무알콜 맥주
선택,Seafood,해산물
선택,Finger Puppets,손가락 인형
선택,Celebrity & Popular Culture,연예인 및 대중문화
선택,Home-Based,재택 기반
선택,Rollerball Pens,수성펜
선택,Fresh Meal Kits,신선한 식사 키트
선택,Cities,도시
선택,Tattoo Needles,문신 바늘
선택,Tile Cutters,타일 ​​절단기
선택,Saints,성도
선택,Rowers,노젓는 사람
선택,Interior Design,인테리어 디자인
선택,Eyeliner Brushes,아이라이너 브러쉬
선택,Photo Essays,포토 에세이
선택,Clasp Envelopes,걸쇠 봉투
선택,Foot & Leg Rests,발 및 다리 받침대
선택,Religious Buildings,종교 건물
선택,Horror & Supernatural,공포 및 초자연
선택,Multipurpose Bathroom Cleaners,다목적 욕실 세정제
선택,Windshield Washer Fluids,앞유리 워셔액
선택,Double Leashes,이중 가죽끈
선택,Small Business,중소기업
선택,Human Figure,인간의 모습
선택,Jungian,융안
선택,Tinsel,싸고 야한 것
선택,Crimpers,크림퍼
선택,Graphite,석묵
선택,Wrinkle Pads & Patches,주름 패드/패치
선택,Hair Mascaras & Root Touch Ups,헤어 마스카라 및 뿌리 손질
선택,Data Processing,데이터 처리
선택,Concealer,컨실러
선택,Camping Pillows,캠핑 베개
선택,Flexbands,플렉스밴드
선택,Booster & Car Seats,부스터 및 카시트
선택,Flatbread,플랫브레드
선택,Nursing Covers,수유 커버
선택,Scratcher Accessories & Parts,스크래처 액세서리 및 부품
선택,Bassinet & Cradle Mattress Protection,요람 및 요람 매트리스 보호
선택,Bath Seats,목욕 시트
선택,Table & Chair Sets,테이블 및 의자 세트
선택,Home Control Treatments,홈 컨트롤 트리트먼트
선택,Flea Sprays,벼룩 스프레이
선택,Pain Relievers,진통제
선택,Bakery & Dessert Gifts,베이커리 및 디저트 선물
선택,Xylophones,실로폰
선택,Toilet Seat Covers,변기 커버
선택,Facial Self Tanners,페이셜 셀프 태너
선택,Stroller Fans,유모차 팬
선택,Ladles,국자
선택,Magnetic & Mechanical Drawing Boards,자기 및 기계 드로잉 보드
선택,Water Filtration & Softeners,물 여과 및 연화제
선택,Kitchen Safety,주방 안전
선택,Simple Dimple Fidget Toys,간단한 보조개 안절부절 장난감
선택,Crash Pads,크래시 패드
선택,Rubber Care,고무 관리
선택,Compound Bows,컴파운드 활
선택,Cigarette Lighters & Parts,담배 라이터 및 부품
선택,Fog & Spot Lights,안개 및 스포트라이트
선택,Ammunition & Magazine Pouches,탄약 및 탄창 파우치
선택,Over-the-Door Hooks,문밖 후크
선택,IR Illuminators,IR 조명기
선택,Multifunction Tools,다기능 도구
선택,Side Window Sunshades,측면 창문 차양
선택,Plastic Care,플라스틱 관리
선택,Upright Bags,직립 가방
선택,Headsets & Microphones,헤드셋 및 마이크
선택,Tire Repair Tools,타이어 수리 도구
선택,Taillights,미등
선택,Handlebar Bags,핸들바 가방
선택,Grease,유지
선택,Basters,하이브리드
선택,Brake System Bleeding Tools,브레이크 시스템 출혈 도구
선택,Spoke Decorations,스포크 장식
선택,Cane Flashlights,지팡이 손전등
선택,Hunting Accessories,사냥 액세서리
선택,Facial Cleansing Brushes,페이셜 클렌징 브러쉬
선택,Hoods & Hairnets,후드 & 머리망
선택,Targets & Accessories,타겟 및 액세서리
선택,Perches,농어
선택,Office Storage Supplies,사무용품
선택,Compact Microwave Ovens,소형 전자레인지
선택,Computer Accessories & Peripherals,컴퓨터 액세서리 및 주변기기
선택,Candlestick Holders,촛대 홀더
선택,Pen-Style Erasers,펜형 지우개
선택,MAP,지도
선택,PDUs,PDU
선택,Nippers & Snips,니퍼 & 스닙스
선택,Signal Boosters,신호 부스터
선택,Ground Circuit Terminal Blocks,접지 회로 단자대
선택,Fixturing Clamps,고정 클램프
선택,Conduit Fittings,도관 피팅
선택,Toilet Paper Storage Containers,화장지 보관 용기
선택,Outlets & Accessories,콘센트 및 액세서리
선택,Padfolio Ring Binders,Padfolio 링 바인더
선택,Boning Knives,본딩나이프
선택,Dispensing Needles & Accessories,디스펜스 바늘 및 액세서리
선택,Teriyaki Sauce,데리야끼 소스
선택,Tortellini,토르텔리니
선택,Lug Wrenches,러그 렌치
선택,Taco Sauce,타코 소스
선택,Dryers,건조기
선택,Applicator Bottles,애플리케이터 병
선택,Prophecies,예언
선택,Classics & Allegories,고전과 우화
선택,Bible Study & Reference,성경 공부 및 참고자료
선택,Spiritual Warfare,영적 전쟁
선택,Mystery & Suspense,미스터리 & 서스펜스
선택,Respirators,인공호흡기
선택,Double Boilers,이중 보일러
선택,Food Processor Parts & Accessories,푸드 프로세서 부품/액세서리
선택,Entry Mats,입장 매트
선택,Anatomy & Physiology,해부학 및 생리학
선택,USB-to-VGA Adapters,USB-VGA 어댑터
선택,Household Supplies,가정용품
선택,Topical Treatments,국소 치료법
선택,Uninterruptible Power Supply (UPS),무정전 전원 공급 장치(UPS)
선택,Dental Sticks,치과용 스틱
선택,Foam Wedges,폼 웨지
선택,Santoku Knives,산티토 칼
선택,Wearable Technology,웨어러블 기술
선택,Spices & Condiments,향신료 및 조미료
선택,Guangzhou,광저우
선택,Supplements & Vitamins,보충제 및 비타민
선택,Candy & Mints,캔디 & 민트
선택,Vinyl Care,비닐 관리
선택,Writing,글쓰기
선택,Russian & Soviet,러시아 및 소련
선택,Classic Fiction,고전 소설
선택,Hard Science Fiction,하드 SF
선택,Hubcaps,휠캡
선택,Fuel System Cleaners,연료 시스템 클리너
선택,Farm Life,농장 생활
선택,Cranes,크레인
선택,Dried Mangoes,말린 망고
선택,Tube Cleaning Brushes,튜브 청소 브러쉬
선택,Pizzelles,피자
선택,Ambulances,구급차
선택,Grout Cleaner,그라우트 클리너
선택,Remote Sensing & GIS,원격탐사 및 GIS
선택,Shaving Brushes,면도 브러쉬
선택,Travel & To-Go Food Containers,여행 및 휴대용 식품 용기
선택,Cubicle Hooks,큐비클 후크
선택,Whole Grain,통곡물
선택,Dried Pineapples,말린 파인애플
선택,Progressive Rock,프로그레시브 록
선택,Portable DVD Players,휴대용 DVD 플레이어
선택,Drink Stirrers,음료 교반기
선택,Cabinet Accessories,캐비닛 액세서리
선택,Coffee Scoops,커피 스쿠프
선택,Safety Mirrors,안전 거울
선택,Coffee Containers,커피 용기
선택,Humor,기분
선택,Consoles & Organizers,콘솔 및 정리함
선택,City Planning & Urban Development,도시계획 및 도시개발
선택,Ceiling Fans,천장 선풍기
선택,Pull Chains,풀 체인
선택,Pull Chain Ornaments,체인 장식을 당겨
선택,Tool Bags,도구 가방
선택,Germany,독일
선택,Crawlers,겉옷
선택,Holders & Protectors,홀더 및 보호 장치
선택,Common Nails,일반적인 손톱
선택,Foam,거품
선택,& Scraps,& 스크랩
선택,Pumpkin Seeds,호박씨
선택,Book Stands,책꽂이
선택,Copyholders,카피홀더
선택,Audio-Visual Shelving,시청각 선반
선택,Stem Casters,스템 캐스터
선택,Broom Handles,빗자루 손잡이
선택,Cans & Cases,캔 및 케이스
선택,Mystery & Thrillers,미스터리 & 스릴러
선택,Combo Kits,콤보 키트
선택,Construction Boards,건설 보드
선택,Lab Knives & Scalpels,실험용 칼/메스
선택,Liquid Bandages,액체 붕대
선택,Gun Solvents,총 용제
선택,Hybrid & Utility Clubs,하이브리드 및 유틸리티 클럽
선택,Single Clubs,싱글클럽
선택,Drivers,드라이버
선택,Divot Tools,디벗 도구
선택,Monitor Accessories,모니터 액세서리
선택,Syringe Needles,주사기 바늘
선택,Decorative Accessories,장식용 액세서리
선택,Mochi,떡
선택,Dried Mixed Fruits,말린 혼합 과일
선택,Wine Pourers,와인 푸어러
선택,Halva,반
선택,Candy & Chocolate,캔디 & 초콜릿
선택,Anarchism,무정부주의
선택,Iced Beverage Dispensers,아이스 음료 디스펜서
선택,Cooktop Parts & Accessories,쿡탑 부품 및 액세서리
선택,Hard Pistol Cases,단단한 권총 케이스
선택,Wood Drill Bit Sets,목재 드릴 비트 세트
선택,Grease Guns,그리스 건
선택,Decorative Candle Lanterns,장식용 캔들 랜턴
선택,Workbenches,작업대
